0.00819696,0.00742799,0.00713772
0.0158696,0.0136157,0.013954
0.0171189,0.0147945,0.0151758
0.0187772,0.0159193,0.0165889
0.0207518,0.0172176,0.0184117
0.023177,0.0189065,0.0205576
0.0260992,0.0207357,0.022889
0.0294973,0.0231415,0.0260735
0.033582,0.0256848,0.0297843
0.0380794,0.0289854,0.0340444
0.0431657,0.0325333,0.0389601
0.0489283,0.0369053,0.0444468
0.0550638,0.0414256,0.0504894
0.0614062,0.0467405,0.0568252
0.0677658,0.0522895,0.0638294
0.0738778,0.0576402,0.0707759
0.0801308,0.0638471,0.0775484
0.0863253,0.0695384,0.0843486
0.0923809,0.075461,0.0912774
0.0982945,0.0809247,0.0978299
0.104235,0.0867591,0.10453
0.110412,0.0923321,0.110978
0.116627,0.0978214,0.117696
0.122707,0.103696,0.124381
0.129831,0.109643,0.130583
0.136962,0.115506,0.13723
0.144273,0.121448,0.143815
0.151533,0.127821,0.150753
0.159105,0.134224,0.157113
0.165885,0.140712,0.164191
0.173188,0.147535,0.1711
0.179869,0.154492,0.177997
0.18653,0.160881,0.185081
0.193029,0.167802,0.192782
0.200007,0.174705,0.200099
0.206711,0.181542,0.207549
0.213497,0.188741,0.215398
0.220259,0.195738,0.222359
0.227458,0.202558,0.229748
0.234784,0.209895,0.236799
0.242121,0.216904,0.244495
0.249608,0.224103,0.252143
0.257278,0.230769,0.259584
0.264768,0.237917,0.26734
0.272812,0.245704,0.274819
0.27977,0.253287,0.282374
0.287554,0.2609,0.289609
0.294459,0.268991,0.296633
0.302338,0.277139,0.304218
0.30982,0.285016,0.311265
0.317319,0.292948,0.318466
0.324656,0.300852,0.326296
0.33278,0.308759,0.333504
0.340273,0.316729,0.341491
0.347799,0.324592,0.349272
0.355721,0.332398,0.356938
0.363198,0.340149,0.364541
0.371298,0.348157,0.372568
0.378492,0.355767,0.38042
0.386023,0.36336,0.387322
0.393294,0.371111,0.39491
0.4004,0.378691,0.402628
0.407649,0.386799,0.410275
0.414577,0.394984,0.417391
0.42199,0.40363,0.425082
0.428648,0.411055,0.433266
0.435843,0.419556,0.440653
0.44309,0.427595,0.448169
0.44973,0.435787,0.455521
0.457062,0.44389,0.463392
0.464431,0.45115,0.470784
0.471364,0.45803,0.478301
0.478417,0.465563,0.486169
0.485232,0.472753,0.493808
0.492705,0.479874,0.501615
0.49923,0.486795,0.508853
0.50631,0.494277,0.515955
0.51347,0.501662,0.523993
0.520546,0.509065,0.530549
0.527861,0.517017,0.538018
0.534127,0.523882,0.544704
0.541891,0.532122,0.55237
0.548606,0.539044,0.559105
0.555493,0.546308,0.565518
0.562784,0.554345,0.572931
0.568747,0.560967,0.57983
0.576081,0.568512,0.5867
0.582881,0.575574,0.593949
0.59025,0.582318,0.600808
0.597219,0.589812,0.608274
0.604836,0.597096,0.615006
0.612018,0.604945,0.622663
0.619735,0.612503,0.629337
0.627477,0.620572,0.638322
0.635373,0.629337,0.64565
0.643245,0.637312,0.653945
0.651136,0.645237,0.662137
0.659947,0.654331,0.670966
0.668044,0.662552,0.678445
0.676015,0.671075,0.687065
0.685296,0.680676,0.695711
0.693702,0.689804,0.704642
0.703386,0.698783,0.713908
0.712494,0.708102,0.72323
0.722266,0.7176,0.731517
0.73167,0.727473,0.741757
0.741401,0.737845,0.750657
0.750628,0.746915,0.760405
0.760574,0.757336,0.769616
0.770981,0.767385,0.779496
0.781112,0.777773,0.789851
0.791932,0.789113,0.799318
0.802592,0.800863,0.810377
0.814051,0.811903,0.821088
0.825345,0.823307,0.832079
0.836505,0.836711,0.843728
0.848901,0.848251,0.854802
0.860954,0.861249,0.866508
0.873701,0.874547,0.878943
0.886685,0.888417,0.891649
0.899849,0.901735,0.904057
0.913435,0.914942,0.91655
0.926558,0.928245,0.930425
0.94038,0.941743,0.943614
0.95445,0.955607,0.957934
