0.970048,0.970096,0.97109
0.984522,0.985406,0.985162
1,1,1
1.01515,1.01618,1.01473
1.03092,1.033,1.02977
1.04662,1.05002,1.04533
1.06175,1.06647,1.06009
1.0779,1.08312,1.07604
1.09431,1.10014,1.09204
1.11048,1.11683,1.10787
1.12683,1.13321,1.12478
1.14447,1.14946,1.14068
1.16175,1.16602,1.15742
1.1785,1.18289,1.17364
1.1968,1.19991,1.19059
1.21424,1.21683,1.20806
1.23119,1.23402,1.22519
1.24853,1.25209,1.24245
1.26633,1.27135,1.25952
1.28456,1.28893,1.27671
1.30162,1.30625,1.29463
1.31942,1.32501,1.31158
1.3371,1.34342,1.32977
1.35513,1.36124,1.34748
1.37307,1.37974,1.36545
1.39067,1.39711,1.38359
1.4091,1.4153,1.40058
1.42662,1.43448,1.41865
1.44566,1.45348,1.43675
1.46331,1.47053,1.45509
1.48118,1.48786,1.47235
1.4997,1.50652,1.4903
1.51822,1.52581,1.50828
1.53626,1.5422,1.52557
1.55415,1.56124,1.54331
1.57336,1.58104,1.56325
1.59087,1.60044,1.58083
1.60933,1.62055,1.59964
1.62802,1.63927,1.61955
1.64597,1.659,1.63734
1.66561,1.67734,1.65775
1.68496,1.69903,1.67665
1.70339,1.71781,1.69469
1.7235,1.73765,1.71535
1.74398,1.75946,1.73492
1.76414,1.77951,1.75576
1.78397,1.79982,1.77592
1.8046,1.82046,1.79596
1.82542,1.84121,1.81662
1.84492,1.86093,1.83775
1.86527,1.8808,1.85924
1.88641,1.89996,1.88024
1.90805,1.921,1.90141
1.92898,1.94385,1.92363
1.95076,1.9649,1.94625
1.97301,1.98673,1.96883
1.99586,2.00841,1.9913
2.0176,2.03168,2.01482
2.04026,2.05602,2.03769
2.06256,2.0791,2.06034
2.08553,2.10353,2.08625
2.11009,2.12861,2.10978
2.13414,2.15348,2.13474
2.15748,2.17843,2.15983
2.18354,2.20486,2.18432
2.20902,2.2302,2.2123
2.23564,2.25609,2.23934
2.26198,2.28293,2.26727
2.29078,2.31003,2.29462
2.31858,2.3367,2.32377
2.34825,2.3642,2.35299
2.37851,2.39308,2.38288
2.40993,2.42298,2.41222
2.44245,2.45403,2.44513
2.47327,2.48673,2.47797
2.50605,2.51939,2.51184
2.54278,2.5548,2.54695
2.57703,2.59009,2.58339
2.61447,2.62631,2.61862
2.65083,2.66227,2.6549
2.68618,2.70055,2.69566
2.72608,2.73783,2.73504
2.76718,2.77736,2.7752
2.80805,2.81572,2.81718
2.84981,2.85801,2.86
2.89317,2.90085,2.90287
2.93625,2.94189,2.94692
2.98035,2.98482,2.99291
3.02529,3.02796,3.03753
3.07176,3.07322,3.08697
3.12036,3.11982,3.13559
3.16698,3.16786,3.18647
3.21845,3.21868,3.23777
3.26699,3.27059,3.29308
3.3191,3.32247,3.34619
3.37299,3.37501,3.40363
3.42915,3.43306,3.46278
3.48754,3.48742,3.52268
3.54785,3.5492,3.58443
3.60829,3.60825,3.65023
3.67034,3.6688,3.71569
3.73396,3.72993,3.78343
3.80071,3.7921,3.85363
3.86996,3.85852,3.92762
3.94105,3.92797,4.00247
4.01505,3.99768,4.07862
4.08732,4.0723,4.15999
4.1647,4.15107,4.24306
4.24631,4.23223,4.32684
4.32943,4.31514,4.41637
4.41402,4.40148,4.5104
4.5048,4.4899,4.60364
4.59603,4.5777,4.70116
4.69326,4.66695,4.80076
4.7949,4.76139,4.90809
4.89996,4.86282,5.01902
5.00692,4.96615,5.1353
5.1201,5.079,5.25399
5.23861,5.19708,5.3777
5.3586,5.31674,5.50635
5.48547,5.44149,5.64032
5.6165,5.56899,5.77668
5.75167,5.70077,5.91663
5.89323,5.83553,6.06288
6.03451,5.97274,6.21094
6.18407,6.11486,6.36854
6.33565,6.26506,6.52783
6.49284,6.42081,6.69462
6.65141,6.58334,6.86693
6.81957,6.74801,7.04631
170.427,172.376,133.783
